Event	ID	Name			Wwise Object Path	Notes
	91805910	Play_Hamster_Ninfomane			\Default Work Unit\Hamster\Play_Hamster_Ninfomane	
	168179343	Play_Explosive_Hamster_Death			\Default Work Unit\Hamster\Play_Explosive_Hamster_Death	
	343174768	Play_Music_Hamster			\Default Work Unit\Play_Music_Hamster	
	616896207	Play_Ruota_Gira			\Default Work Unit\Objects\Play_Ruota_Gira	
	928546414	Play_Tagliola_Snap			\Default Work Unit\Objects\Play_Tagliola_Snap	
	953475988	Play_Hamster_Ninfomane_Aura			\Default Work Unit\Hamster\Play_Hamster_Ninfomane_Aura	
	1164366714	Play_Ruota_Destroy			\Default Work Unit\Objects\Play_Ruota_Destroy	
	1224237682	Play_Obj_Magnetized_Negative			\Default Work Unit\Objects\Play_Obj_Magnetized_Negative	
	1366837455	Play_Barriera_Elettrica_Active			\Default Work Unit\Play_Barriera_Elettrica_Active	
	1486119118	Play_Circular_Saw_Stop			\Default Work Unit\Objects\Play_Circular_Saw_Stop	
	1536861472	Play_Hamster_Save			\Default Work Unit\Hamster\Play_Hamster_Save	
	1568381641	Play_Hamster_Ninfomane_Death			\Default Work Unit\Hamster\Play_Hamster_Ninfomane_Death	
	1740526775	Play_No_Gun_Charge			\Default Work Unit\Player Gun\Play_No_Gun_Charge	
	1775747457	Play_Hamster_Cannibale_Death			\Default Work Unit\Hamster\Play_Hamster_Cannibale_Death	
	1788800318	Play_Barriera_Elettrica_Deactive			\Default Work Unit\Play_Barriera_Elettrica_Deactive	
	1936083868	Play_Tagliola_Impact			\Default Work Unit\Play_Tagliola_Impact	
	2003795032	Play_Gun_Reload			\Default Work Unit\Player Gun\Play_Gun_Reload	
	2093550265	Play_Hamster_Death_Fall			\Default Work Unit\Hamster\Play_Hamster_Death_Fall	
	2353563817	Play_Pallina_Alluminio_Impact			\Default Work Unit\Objects\Play_Pallina_Alluminio_Impact	
	2465610634	Play_Hamster_Death_Blood			\Default Work Unit\Hamster\Play_Hamster_Death_Blood	
	2655563858	Play_Hamster_Squits			\Default Work Unit\Hamster\Play_Hamster_Squits	
	2681729310	Play_Hamster_Cannibale_Verso			\Default Work Unit\Hamster\Play_Hamster_Cannibale_Verso	
	2986090087	Play_Hamster_Death			\Default Work Unit\Hamster\Play_Hamster_Death	
	3140575938	Play_Gun_Positive			\Default Work Unit\Player Gun\Play_Gun_Positive	
	3344139506	Play_Obj_Magnetized_Positive			\Default Work Unit\Objects\Play_Obj_Magnetized_Positive	
	3754677826	Play_Gun_Negative			\Default Work Unit\Player Gun\Play_Gun_Negative	
	3998189881	Play_Hamster_Footstep			\Default Work Unit\Hamster\Play_Hamster_Footstep	
	4178633038	Stop_obj_Magnetized			\Default Work Unit\Objects\Stop_obj_Magnetized	
	4187156752	Play_Hamster_Cannibale_Hit			\Default Work Unit\Hamster\Play_Hamster_Cannibale_Hit	
	4261671203	Play_Circular_Saw			\Default Work Unit\Objects\Play_Circular_Saw	

Switch Group	ID	Name			Wwise Object Path	Notes
	1143874978	Material_Footsteps			\Default Work Unit\Material_Footsteps	

Switch	ID	Name	Switch Group			Notes
	782826392	Default	Material_Footsteps			
	803837735	Sand	Material_Footsteps			
	2058049674	Wood	Material_Footsteps			
	3176523514	Hard_Wood	Material_Footsteps			

State Group	ID	Name			Wwise Object Path	Notes
	2603091426	barriera_elettrica_onoff			\Default Work Unit\barriera_elettrica_onoff	

State	ID	Name	State Group			Notes
	748895195	None	barriera_elettrica_onoff			
	930712164	off	barriera_elettrica_onoff			
	1651971902	on	barriera_elettrica_onoff			

Custom State	ID	Name	State Group	Owner		Notes
	487139376	off	barriera_elettrica_onoff	\Actor-Mixer Hierarchy\Default Work Unit\Barriera_Elettrica\Barriera_Elettrica_Active		
	837231411	on	barriera_elettrica_onoff	\Actor-Mixer Hierarchy\Default Work Unit\Barriera_Elettrica\Barriera_Elettrica_Deactive		

Game Parameter	ID	Name			Wwise Object Path	Notes
	4144375616	Routa_Speed			\Default Work Unit\Routa_Speed	

Effect plug-ins	ID	Name	Type				Notes
	1008402193	Low_Pass_20KHz	Wwise Parametric EQ			
	2791153688	Hall_Small	Wwise RoomVerb			
	3604890626	High_Pass_60Hz	Wwise Parametric EQ			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	436051	_ Hamster_Save_2	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\_ Hamster_Save_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hamsters_Save\Hamster_Save_2\_ Hamster_Save_2		24964
	16696151	_ Criceto_Cannibale_Hit_2	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\CRICETO_CANNIBALE\_ Criceto_Cannibale_Hit_2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hamster_Cannibale\Hamster_Cannibale_Hit\_ Criceto_Cannibale_Hit_2		29722
	23085967	hamster_main_LOOP_LIFE PAD	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\MAIN LOOP\hamster_main_LOOP_LIFE PAD_9EDFC787.wem		\Interactive Music Hierarchy\Default Work Unit\Musica Hamsters\Music_Hamster\MAIN LOOP_01\hamster_main_LOOP_LIFE PAD		1097914
	29800757	Circular_Saw	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\CIRCULAR_SAW\_ Circular_Saw_0FCC9DF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Circular_Saw\Circular_Saw		26806
	58274880	_ Criceto_Esplosivo_Esplosione_1	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\CRICETI ESPLOSIVI\_ Criceto_Esplosivo_Esplosione_1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Explosive_Hamster_Death\_ Criceto_Esplosivo_Esplosione_1		29601
	59845594	_ Hamster_Save_3_Squit	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\_ Hamster_Save_3_Squit_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hamsters_Save\Hamster_Save_3\_ Hamster_Save_3_Squit		10323
	70674968	hamster_music_puzzle_SYNTH1	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\PUZZLE LOOP\hamster_music_puzzle_SYNTH1_9EDFC787.wem		\Interactive Music Hierarchy\Default Work Unit\Musica Hamsters\Music_Hamster\PUZZLE LOOP_01\hamster_music_puzzle_SYNTH1		746200
	75759534	_ Criceto_Base_Death_Blood3	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\CRICETO_DEATH_BLOOD\_ Criceto_Base_Death_Blood3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hamster_Death_Blood\_ Criceto_Base_Death_Blood3		15024
	133491853	Hamster_Cannibale_Death	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\CRICETO_CANNIBALE\_Criceto_Cannibale_Death_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Hamster_Cannibale\Hamster_Cannibale_Death		84878
	163792938	_ Cigolio	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\RUOTA\_ Cigolio_9EDFC787.wem		\Actor-Mixer Hierarchy\Default Work Unit\Routa\Routa_Gira\_ Cigolio		69149
	171150093	hamster_main_LOOP_SYNTH1	C:\Users\anton\Documents\GitHub\GGJ22\Jam2022_WwiseProject\.cache\Windows\SFX\MAIN LOOP\hamster_main_LOOP_SYNTH1_9EDFC787.wem		\Interactive Music Hierarchy\Default Work Unit\Musica Hamsters\Music_Hamster\MAIN LOOP_01\hamster_main_LOOP_SYNTH1		1017973
